Posição;Município;Código do IBGE;Abreviação;Unidade federativa;Área (km²)
4725;São Miguel do Aleixo;2807006;SE;Sergipe;144.543
1717;São Miguel do Fidalgo;2210391;PI;Piauí;802.748
293;São Miguel do Tapuio;2210409;PI;Piauí;5 220.513
3039;São Miguel dos Campos;2708600;AL;Alagoas;360.846
5400;São Miguel dos Milagres;2708709;AL;Alagoas;65.189
3865;São Paulo do Potengi;2412609;RN; Rio Grande do Norte;240.435
4250;São Pedro;2412708;RN; Rio Grande do Norte;195.238
1872;São Pedro da Água Branca;2111532;MA;Maranhão;720.492
2362;São Pedro do Piauí;2210508;PI;Piauí;525.723
1435;São Pedro dos Crentes;2111573;MA;Maranhão;979.803
2563;São Rafael;2412807;RN; Rio Grande do Norte;469.096
432;São Raimundo das Mangabeiras;2111607;MA;Maranhão;3 521.740
3559;São Raimundo do Doca Bezerra;2111631;MA;Maranhão;281.225
628;São Raimundo Nonato;2210607;PI;Piauí;2 427.894
3965;São Roberto;2111672;MA;Maranhão;227.458
3386;São Sebastião;2708808;AL;Alagoas;305.746
5482;São Sebastião de Lagoa de Roça;2515104;PB;Paraíba;49.882
2289;São Sebastião do Passé;2929503;BA;Bahia;549.425
2594;São Sebastião do Umbuzeiro;2515203;PB;Paraíba;460.569
1590;São Tomé;2412906;RN; Rio Grande do Norte;862.577
2901;São Vicente Ferrer;2111706;MA;Maranhão;390.404
5038;São Vicente Férrer;2613800;PE;Pernambuco;110.489
4228;São Vicentedesambiguação;2413003;RN; Rio Grande do Norte;197.814
858;Sítio do Mato;2930758;BA;Bahia;1 709.762
2020;Sítio do Quinto;2930766;BA;Bahia;651.958
496;Sítio Novodesambiguação;2111805;MA;Maranhão;3 114.827
4078;Sítio Novodesambiguação;2413706;RN; Rio Grande do Norte;213.470
2908;Tabira;2614600;PE;Pernambuco;388.001
952;Tabocas do Brejo Velho;2930907;BA;Bahia;1 550.518
4908;Taboleiro Grande;2413805;RN; Rio Grande do Norte;124.094
1592;Tabuleiro do Norte;2313104;CE;Ceará;861.838
3963;Tacaimbó;2614709;PE;Pernambuco;227.586
1149;Tacaratu;2614808;PE;Pernambuco;1 264.541
3091;Taipu;2413904;RN; Rio Grande do Norte;352.818
4314;Tamandarédesambiguação;2614857;PE;Pernambuco;190.017
763;Tamboril;2313203;CE;Ceará;1 961.634
932;Tamboril do Piauí;2210953;PI;Piauí;1 578.640
3064;Tangarádesambiguação;2414001;RN; Rio Grande do Norte;356.780
1087;Tanhaçu;2931004;BA;Bahia;1 341.793
4602;Tanque d'Arca;2709004;AL;Alagoas;155.959
2958;Tanque do Piauí;2210979;PI;Piauí;377.042
1664;Tanque Novo;2931053;BA;Bahia;825.943
4116;Tanquinho;2931103;BA;Bahia;209.026
2814;Taperoádesambiguação;2931202;BA;Bahia;408.576
2051;Taperoádesambiguação;2516508;PB;Paraíba;639.959
1992;Tapiramutá;2931301;BA;Bahia;663.870
4513;Taquarana;2709103;AL;Alagoas;166.477
2533;Taquaritinga do Norte;2615003;PE;Pernambuco;475.176
2622;Tarrafas;2313252;CE;Ceará;454.390
341;Tasso Fragoso;2112001;MA;Maranhão;4 382.944
371;Tauá;2313302;CE;Ceará;4 018.188
3951;Tavaresdesambiguação;2516607;PB;Paraíba;228.599
1264;Teixeira de Freitas;2931350;BA;Bahia;1 153.791
4993;Teixeiradesambiguação;2516706;PB;Paraíba;114.437
1810;Tejuçuoca;2313351;CE;Ceará;750.605
5484;Telha;2807303;SE;Sergipe;49.452
3987;Tenente Ananias;2414100;RN; Rio Grande do Norte;223.670
5342;Tenente Laurentino Cruz;2414159;RN; Rio Grande do Norte;74.376
5095;Tenório;2516755;PB;Paraíba;105.270
3589;Teodoro Sampaio;2931400;BA;Bahia;277.766
3309;Teofilândia;2931509;BA;Bahia;317.982
3510;Teolândia;2931608;BA;Bahia;288.272
3446;Teotônio Vilela;2709152;AL;Alagoas;297.875
840;Teresina;2211001;PI;Piauí;1 755.698
4655;Terezinha;2615102;PE;Pernambuco;151.449
4218;Terra Nova;2931707;BA;Bahia;198.626
3038;Terra Nova;2615201;PE;Pernambuco;360.863
1535;Tianguá;2313401;CE;Ceará;908.893
4549;Tibau;2411056;RN; Rio Grande do Norte;162.402
5123;Tibau do Sul;2414209;RN; Rio Grande do Norte;101.793
3500;Timbaúba;2615300;PE;Pernambuco;289.511
4800;Timbaúba dos Batistas;2414308;RN; Rio Grande do Norte;135.450
985;Timbiras;2112100;MA;Maranhão;1 486.479
844;Timon;2112209;MA;Maranhão;1 740.559
1373;Tobias Barreto;2807402;SE;Sergipe;1 032.829
3515;Tomar do Geru;2807501;SE;Sergipe;287.658
5542;Toritama;2615409;PE;Pernambuco;30.930
1638;Touros;2414407;RN; Rio Grande do Norte;839.351
4975;Tracunhaém;2615508;PE;Pernambuco;116.659
1922;Traipu;2709202;AL;Alagoas;697.843
1520;Trairi;2313500;CE;Ceará;924.555
833;Tremedal;2931806;BA;Bahia;1 779.422
3941;Trindade;2615607;PE;Pernambuco;229.569
3648;Triunfo Potiguar;2414456;RN; Rio Grande do Norte;268.706
3994;Triunfodesambiguação;2516805;PB;Paraíba;222.947
4288;Triunfodesambiguação;2615706;PE;Pernambuco;191.516
3993;Trizidela do Vale;2112233;MA;Maranhão;223.306
548;Tucano;2931905;BA;Bahia;2 801.292
3596;Tufilândia;2112274;MA;Maranhão;276.924
425;Tuntum;2112308;MA;Maranhão;3 573.041
1729;Tupanatinga;2615805;PE;Pernambuco;795.638
4352;Tuparetama;2615904;PE;Pernambuco;185.541
594;Turiaçu;2112407;MA;Maranhão;2 577.603
971;Turilândia;2112456;MA;Maranhão;1 511.575
4274;Tururu;2313559;CE;Ceará;192.548
984;Tutóia;2112506;MA;Maranhão;1 489.376
527;Uauá;2932002;BA;Bahia;2 950.274
4003;Ubaitaba;2932200;BA;Bahia;221.753
2755;Ubajara;2313609;CE;Ceará;421.037
3206;Ubatã;2932309;BA;Bahia;332.985
1785;Ubaíra;2932101;BA;Bahia;762.404
2396;Uibaí;2932408;BA;Bahia;515.662
3467;Uiraúna;2516904;PB;Paraíba;294.495
3683;Umari;2313708;CE;Ceará;263.917
4075;Umarizal;2414506;RN; Rio Grande do Norte;213.582
4931;Umbaúba;2807600;SE;Sergipe;121.101
813;Umburanas;2932457;BA;Bahia;1 812.741
4398;Umbuzeiro;2517001;PB;Paraíba;180.872
3245;Umirim;2313757;CE;Ceará;326.496
1261;Una;2932507;BA;Bahia;1 159.525
2728;União dos Palmares;2709301;AL;Alagoas;427.825
1244;Uniãodesambiguação;2211100;PI;Piauí;1 173.447
1572;Upanema;2414605;RN; Rio Grande do Norte;881.806
1557;Urandi;2932606;BA;Bahia;895.926
1213;Urbano Santos;2112605;MA;Maranhão;1 207.774
5154;Uruburetama;2313807;CE;Ceará;97.107
1925;Uruoca;2313906;CE;Ceará;696.770
3175;Uruçuca;2932705;BA;Bahia;337.705
165;Uruçuí;2211209;PI;Piauí;8 452.025
1880;Utingadesambiguação;2932804;BA;Bahia;717.344
3063;Valente;2933000;BA;Bahia;356.895
1079;Valença do Piauí;2211308;PI;Piauí;1 350.519
1230;Valençadesambiguação;2932903;BA;Bahia;1 190.381
764;Vargem Grande;2112704;MA;Maranhão;1 957.772
4414;Varjota;2313955;CE;Ceará;179.255
4505;Varzedo;2933174;BA;Bahia;167.003
5367;Venha-Ver;2414753;RN; Rio Grande do Norte;71.622
3173;Venturosa;2616001;PE;Pernambuco;338.121
3768;Vera Cruz;2933208;BA;Bahia;252.759
5207;Vera Cruz;2414803;RN; Rio Grande do Norte;92.117
3358;Vera Mendes;2211506;PI;Piauí;310.368
2531;Verdejante;2616100;PE;Pernambuco;476.034
1655;Veredadesambiguação;2933257;BA;Bahia;828.700
5395;Vertente do Lério;2616183;PE;Pernambuco;67.075
4296;Vertentes;2616209;PE;Pernambuco;191.091
1255;Vianadesambiguação;2112803;MA;Maranhão;1 162.494
3928;Vicência;2616308;PE;Pernambuco;230.818
4704;Vieirópolis;2517209;PB;Paraíba;146.778
5492;Vila Flor;2415008;RN; Rio Grande do Norte;47.656
4496;Vila Nova do Piauí;2211605;PI;Piauí;167.959
1231;Vila Nova dos Martírios;2112852;MA;Maranhão;1 188.771
5430;Vista Serrana;2505501;PB;Paraíba;61.361
1287;Vitorino Freire;2113009;MA;Maranhão;1 122.700
480;Vitória da Conquista;2933307;BA;Bahia;3 204.257
2980;Vitória de Santo Antão;2616407;PE;Pernambuco;371.796
1858;Vitória do Mearim;2112902;MA;Maranhão;726.435
1110;Viçosa do Ceará;2314102;CE;Ceará;1 311.592
3078;Viçosadesambiguação;2709400;AL;Alagoas;354.762
5518;Viçosadesambiguação;2414902;RN; Rio Grande do Norte;37.905
4306;Várzea;2517100;PB;Paraíba;190.444
5394;Várzea;2414704;RN; Rio Grande do Norte;67.245
1642;Várzea Alegre;2314003;CE;Ceará;835.706
2689;Várzea Branca;2211357;PI;Piauí;435.182
2290;Várzea da Roça;2933059;BA;Bahia;549.339
4019;Várzea do Poço;2933109;BA;Bahia;220.414
3911;Várzea Grandedesambiguação;2211407;PI;Piauí;233.927
1252;Várzea Nova;2933158;BA;Bahia;1 165.165
2777;Wagner;2933406;BA;Bahia;415.819
3675;Wall Ferraz;2211704;PI;Piauí;264.710
510;Wanderleydesambiguação;2933455;BA;Bahia;3 043.408
1996;Wenceslau Guimarães;2933505;BA;Bahia;661.792
5035;Xexéu;2616506;PE;Pernambuco;110.803
270;Xique-Xique;2933604;BA;Bahia;5 671.439
5053;Zabelê;2517407;PB;Paraíba;109.394
635;Zé Doca;2114007;MA;Maranhão;2 413.751
2620;Água Branca;2700102;AL;Alagoas;454.719
4016;Água Brancadesambiguação;2500106;PB;Paraíba;220.648
5156;Água Brancadesambiguação;2200202;PI;Piauí;97.039
2655;Água Doce do Maranhão;2100154;MA;Maranhão;442.963
2043;Água Friadesambiguação;2900405;BA;Bahia;643.180
5478;Água Nova;2400406;RN; Rio Grande do Norte;50.683
2308;Água Preta;2600401;PE;Pernambuco;543.158
1568;Águas Belasdesambiguação;2600500;PE;Pernambuco;885.981
1915;Érico Cardoso;2900504;BA;Bahia;701.458
